"person_age";"person_income";"person_emp_length";"person_home_ownership";"loan_intent";"loan_grade";"loan_amnt";"loan_int_rate";"loan_status";"loan_percent_income";"cb_person_default_on_file";"cb_person_cred_hist_length"
22;37008;2.0;"Rent";"Education";"B";3600;12.42;0;0.1;"N";4
22;17004;5.0;"Rent";"Debtconsolidation";"A";3250;6.91;1;0.19;"N";2
38;60000;0.0;"Mortgage";"Debtconsolidation";"A";12000;7.66;0;0.2;"N";15
26;44000;10.0;"Rent";"Personal";"C";8000;13.8;0;0.18;"N";3
24;42000;5.0;"Mortgage";"Education";"A";4900;6.03;0;0.12;"N";4
23;96000;5.0;"Mortgage";"Personal";"A";1500;6.62;0;0.02;"N";3
28;0;3.0;"Mortgage";"Personal";"A";8400;0.0;0;0.12;"N";3
24;25200;8.0;"Rent";"Debtconsolidation";"D";2000;14.96;1;0.08;"Y";4
23;45000;2.0;"Rent";"Personal";"A";12000;5.79;0;0.27;"N";3
36;70000;6.0;"Mortgage";"Debtconsolidation";"";30000;14.27;0;0.5;"N";4
29;150000;9.0;"Mortgage";"Homeimprovement";"B";12000;10.62;0;0.08;"N";9
21;20004;2.0;"Rent";"Education";"B";3000;10.37;0;0.15;"N";3
21;99996;5.0;"Rent";"Venture";"A";8000;7.14;0;0.08;"N";4
26;59000;2.0;"Rent";"Venture";"E";18000;16.0;1;0.31;"N";4
24;108000;8.0;"Rent";"Debtconsolidation";"B";8000;9.88;0;0.07;"N";4
24;35004;9.0;"Rent";"Personal";"E";10400;0.0;0;0.3;"N";2
25;25000;1.0;"Rent";"Homeimprovement";"B";8000;12.42;1;0.32;"N";3
32;70400;3.0;"Mortgage";"Personal";"A";13000;7.88;0;0.18;"N";9
24;60000;7.0;"Mortgage";"Venture";"B";15850;11.11;0;0.26;"N";3
25;30000;6.0;"Mortgage";"Personal";"A";4000;7.14;0;0.13;"N";2
22;29124;0.0;"Mortgage";"Medical";"E";8875;15.68;1;0.3;"Y";3
61;160000;3.0;"Rent";"Personal";"D";30000;0.0;0;0.19;"Y";27
30;46000;5.0;"Rent";"Medical";"A";6000;6.99;0;0.13;"N";5
22;37000;4.0;"Rent";"Personal";"B";5000;10.65;0;0.14;"N";4
22;0;4.0;"Own";"Education";"B";3000;6.76;0;0.0;"N";3
25;120000;9.0;"Mortgage";"Personal";"C";25000;13.72;0;0.21;"N";3
32;60000;11.0;"Mortgage";"Education";"B";15000;11.86;0;0.25;"N";6
24;12600;2.0;"Rent";"Venture";"C";2500;13.11;1;0.2;"Y";2
23;75000;4.0;"Mortgage";"Venture";"B";12000;9.91;0;0.16;"N";2
31;80000;6.0;"Mortgage";"Education";"B";7500;12.18;0;0.09;"N";7
23;69000;0.0;"Rent";"Medical";"A";1000;7.29;0;0.01;"N";3
29;21000;2.0;"Rent";"Education";"B";9250;0.0;0;0.19;"Y";2
31;69000;12.0;"Rent";"Homeimprovement";"A";16000;5.99;0;0.23;"N";9
27;120000;0.0;"Mortgage";"Debtconsolidation";"A";20000;7.51;0;0.17;"N";6
26;51000;3.0;"Mortgage";"Debtconsolidation";"A";12000;7.29;0;0.24;"N";4
23;15600;0.0;"Rent";"Debtconsolidation";"A";2500;7.29;1;0.16;"N";3
28;110000;0.0;"Mortgage";"Venture";"E";15000;16.32;0;0.14;"Y";5
26;50000;5.0;"Mortgage";"Homeimprovement";"B";12375;10.99;0;0.25;"N";3
27;32000;11.0;"Rent";"Education";"C";6000;14.27;0;0.19;"N";8
22;12996;2.0;"Rent";"Medical";"A";3500;8.59;1;0.27;"N";4
24;36000;1.0;"Rent";"Personal";"B";8000;12.12;1;0.22;"N";4
25;195054;9.0;"Mortgage";"Homeimprovement";"B";10000;10.59;0;0.05;"N";2
24;61200;9.0;"Mortgage";"Medical";"B";13500;10.83;1;0.19;"N";2
24;80000;8.0;"Mortgage";"Education";"A";7500;0.0;1;0.21;"";7
37;42000;0.0;"Mortgage";"Debtconsolidation";"A";3000;6.17;1;0.07;"N";13
32;200000;14.0;"Rent";"Venture";"B";25000;10.62;0;0.13;"N";9
25;75000;8.0;"Mortgage";"Debtconsolidation";"B";12000;11.49;0;0.16;"N";3
27;24000;0.0;"Rent";"Venture";"B";2800;10.95;0;0.12;"N";10
23;42000;7.0;"Mortgage";"Venture";"A";8000;5.42;0;0.19;"N";3
28;18000;2.0;"Own";"Medical";"C";6350;13.57;1;0.35;"N";5
28;60000;4.0;"Rent";"Homeimprovement";"A";10000;6.54;0;0.17;"N";9
36;35000;1.0;"Own";"Venture";"B";6000;11.49;0;0.17;"N";13
22;50000;4.0;"Rent";"Medical";"A";12500;7.29;0;0.25;"N";2
32;20000;3.0;"Rent";"Debtconsolidation";"B";4750;10.37;0;0.24;"N";8
26;38000;1.0;"Mortgage";"Homeimprovement";"A";4000;0.0;0;0.11;"N";3
28;90080;9.0;"Mortgage";"Homeimprovement";"A";5500;7.49;0;0.06;"N";6
23;48500;1.0;"Mortgage";"Venture";"C";6500;0.0;0;0.13;"N";4
30;54000;3.0;"Mortgage";"Education";"C";5000;12.61;1;0.09;"Y";10
25;125000;6.0;"Mortgage";"Medical";"A";8000;9.63;0;0.06;"N";2
24;36000;0.0;"Mortgage";"Homeimprovement";"A";14775;6.62;0;0.41;"N";4
35;165996;1.0;"Rent";"Debtconsolidation";"A";6000;5.42;0;0.04;"N";10
24;145000;0.0;"Mortgage";"Homeimprovement";"B";7000;10.99;0;0.05;"N";3
27;140987;5.0;"Mortgage";"Venture";"A";6450;5.99;0;0.05;"N";6
22;115200;0.0;"Rent";"Debtconsolidation";"A";7000;7.66;0;0.06;"N";2
23;44000;2.0;"Mortgage";"Venture";"C";4000;15.27;0;0.09;"N";2
22;41784;6.0;"Mortgage";"Debtconsolidation";"A";5000;6.03;0;0.12;"N";2
25;30000;0.0;"Mortgage";"Homeimprovement";"A";8000;6.92;0;0.27;"N";3
23;78000;0.0;"Rent";"Homeimprovement";"A";5000;6.62;1;0.06;"N";4
34;45204;4.0;"Mortgage";"Personal";"A";5000;9.63;0;0.11;"N";9
36;15000;2.0;"Own";"Personal";"C";5000;13.92;1;0.33;"Y";15
23;76000;3.0;"Rent";"Education";"D";10000;15.37;0;0.13;"N";3
25;30000;4.0;"Rent";"Medical";"C";1400;13.11;0;0.05;"N";2
40;114054;3.0;"Mortgage";"Debtconsolidation";"A";35000;8.9;0;0.31;"N";14
29;59000;3.0;"Rent";"Homeimprovement";"B";7500;9.99;1;0.13;"N";8
33;102000;17.0;"Mortgage";"Venture";"E";35000;0.0;0;0.34;"Y";8
36;62000;15.0;"Mortgage";"Debtconsolidation";"A";7500;8.59;0;0.12;"N";14
25;32000;1.0;"Rent";"Medical";"E";2500;16.45;1;0.08;"N";3
24;74000;0.0;"Rent";"Homeimprovement";"B";20000;12.69;0;0.27;"N";3
27;35000;3.0;"Mortgage";"Medical";"E";6000;16.69;1;0.17;"N";8
26;23484;0.0;"Rent";"Venture";"A";5000;7.49;0;0.21;"N";2
38;61000;0.0;"Rent";"Education";"B";0;12.53;0;0.27;"N";5
25;70000;0.0;"Mortgage";"Debtconsolidation";"B";8000;11.12;0;0.11;"N";3
36;44004;1.0;"Mortgage";"Medical";"B";1800;10.0;1;0.04;"N";13
29;40000;0.0;"Rent";"Venture";"C";9250;14.65;0;0.23;"N";7
21;43000;5.0;"Rent";"Education";"C";6500;12.73;0;0.15;"N";3
22;40000;0.0;"Own";"Education";"B";6000;11.48;0;0.15;"N";4
25;74000;1.0;"Mortgage";"Education";"A";10000;0.0;0;0.14;"N";3
31;76000;9.0;"Mortgage";"Education";"C";12000;15.96;1;0.16;"N";5
31;106000;15.0;"Mortgage";"Debtconsolidation";"B";2400;9.63;0;0.02;"N";5
25;49200;6.0;"Mortgage";"Medical";"A";5600;7.49;0;0.11;"N";2
35;415000;2.0;"Mortgage";"Homeimprovement";"E";15500;16.45;0;0.04;"Y";10
31;76500;1.0;"Rent";"Education";"B";14000;11.49;0;0.18;"N";10
27;38004;11.0;"Mortgage";"Debtconsolidation";"C";6500;13.79;0;0.17;"Y";8
21;46800;3.0;"Rent";"Personal";"D";12000;15.21;0;0.26;"Y";3
23;42000;5.0;"Own";"Venture";"A";6500;6.03;0;0.15;"N";2
39;23000;6.0;"Own";"Medical";"A";6400;8.9;0;0.28;"N";14
25;37596;3.0;"Mortgage";"Personal";"B";12000;11.99;0;0.32;"N";4
30;25000;0.0;"Rent";"Personal";"B";3500;11.11;0;0.14;"N";5
32;190000;8.0;"Rent";"Education";"A";15000;9.63;0;0.08;"N";7
25;43200;9.0;"Own";"Venture";"B";13800;11.48;0;0.32;"N";2
23;50000;7.0;"Mortgage";"Debtconsolidation";"F";13750;18.43;1;0.28;"N";3
37;50000;1.0;"Rent";"Venture";"B";3000;11.58;0;0.06;"N";14
35;30000;0.0;"Rent";"Debtconsolidation";"G";8000;20.52;1;0.27;"N";7
27;72900;3.0;"Mortgage";"Personal";"D";10000;15.7;0;0.14;"Y";9
26;43000;1.0;"Rent";"Medical";"C";8000;12.87;0;0.19;"Y";3
36;48686;21.0;"Rent";"Venture";"D";12000;13.99;0;0.25;"N";11
28;52000;2.0;"Rent";"Personal";"B";10000;12.69;0;0.19;"N";7
24;32000;6.0;"Mortgage";"Education";"A";12250;8.94;0;0.38;"N";4
22;39000;0.0;"Own";"Education";"F";25000;16.08;1;0.64;"N";3
27;30000;6.0;"Own";"Education";"D";1800;14.84;0;0.06;"Y";5
23;55000;4.0;"Mortgage";"Venture";"A";8000;7.49;0;0.15;"N";2
34;28800;0.0;"Rent";"Education";"B";7200;11.99;1;0.25;"N";10
33;78000;3.0;"Mortgage";"Medical";"B";20000;12.18;0;0.26;"N";8
26;125000;3.0;"Rent";"Medical";"A";12000;6.99;0;0.1;"N";4
35;19200;4.0;"Rent";"Medical";"E";3000;16.4;1;0.16;"Y";7
27;119000;0.0;"Mortgage";"Medical";"B";8800;0.0;0;0.07;"N";7
27;40050;3.0;"Rent";"Medical";"D";3600;14.84;0;0.09;"Y";7
27;70000;0.0;"Own";"Personal";"C";15000;12.84;0;0.21;"N";10
37;65004;5.0;"Mortgage";"Medical";"B";17000;11.26;0;0.26;"N";13
25;57000;5.0;"Rent";"Personal";"A";6000;8.0;0;0.11;"N";3
26;25200;0.0;"Rent";"Venture";"C";1600;0.0;0;0.06;"Y";2
24;0;1.0;"Rent";"Debtconsolidation";"B";3600;0.0;1;0.2;"N";3
34;72000;6.0;"Rent";"Debtconsolidation";"B";20000;0.0;0;0.28;"N";6
26;110400;9.0;"Rent";"Education";"A";13000;7.9;0;0.12;"N";3
25;100000;9.0;"Mortgage";"Personal";"C";7000;13.98;0;0.07;"N";3
34;19200;18.0;"Rent";"Venture";"A";5000;6.99;1;0.26;"N";7
30;30809;1.0;"Rent";"Education";"B";11200;11.99;1;0.36;"N";7
36;54000;2.0;"Rent";"Homeimprovement";"A";7500;0.0;1;0.14;"N";14
27;90000;11.0;"Rent";"Personal";"B";16000;8.88;0;0.18;"N";9
25;140000;3.0;"Mortgage";"Medical";"B";8000;11.71;0;0.06;"N";2
22;13200;0.0;"Rent";"Venture";"B";2500;9.91;1;0.19;"N";4
28;75000;6.0;"Rent";"Education";"A";8000;7.9;0;0.11;"N";6
25;52000;1.0;"Rent";"Education";"B";20000;11.36;1;0.38;"N";4
41;71500;4.0;"Rent";"Education";"A";10000;7.14;0;0.14;"N";14
23;72000;5.0;"Mortgage";"Education";"F";19000;0.0;1;0.26;"Y";2
27;70000;9.0;"Rent";"Medical";"C";3600;14.79;0;0.05;"Y";10
23;40000;0.0;"Rent";"Debtconsolidation";"B";2500;0.0;0;0.06;"N";2
23;59000;1.0;"Rent";"Education";"B";17500;9.25;0;0.3;"N";4
23;44400;3.0;"Mortgage";"Education";"A";6500;7.51;0;0.15;"N";4
44;27000;5.0;"Rent";"Education";"A";1700;6.99;0;0.06;"N";15
23;24000;0.0;"Rent";"Venture";"A";9250;6.54;1;0.39;"N";3
24;24996;0.0;"Rent";"Education";"B";4000;9.45;0;0.16;"N";2
22;42000;4.0;"Rent";"Debtconsolidation";"C";4800;14.35;0;0.11;"N";4
23;64000;7.0;"Rent";"Education";"A";10000;0.0;1;0.16;"N";4
25;111996;2.0;"Mortgage";"Medical";"C";16000;11.78;0;0.14;"Y";4
27;86000;4.0;"Mortgage";"Homeimprovement";"C";20000;13.43;1;0.23;"N";5
26;46000;3.0;"Rent";"Personal";"D";8000;14.42;1;0.17;"N";2
33;53796;1.0;"Rent";"Debtconsolidation";"B";10500;11.14;0;0.2;"N";6
26;32000;7.0;"Rent";"Debtconsolidation";"B";6375;10.74;0;0.2;"N";2
25;35364;0.0;"Rent";"Education";"A";10000;9.32;0;0.28;"N";3
31;35142;0.0;"Rent";"Venture";"B";8000;11.11;0;0.23;"N";6
24;30000;0.0;"Rent";"Education";"C";4800;13.35;0;0.16;"N";3
24;50000;1.0;"Rent";"Medical";"A";6000;5.79;0;0.12;"N";4
39;57000;0.0;"Mortgage";"Debtconsolidation";"A";3000;9.63;0;0.05;"N";14
26;54000;4.0;"Mortgage";"Personal";"A";9600;6.62;0;0.18;"N";3
25;24000;3.0;"Rent";"Debtconsolidation";"C";6250;13.72;0;0.26;"Y";3
27;45727;5.0;"Mortgage";"Education";"D";1000;16.29;0;0.02;"Y";9
22;69000;6.0;"Mortgage";"Medical";"A";6500;5.99;0;0.09;"N";2
35;84000;5.0;"Mortgage";"Debtconsolidation";"C";15200;15.27;1;0.18;"Y";7
41;54000;6.0;"Mortgage";"Venture";"C";5000;13.23;1;0.09;"N";12
23;60495;8.0;"Rent";"Medical";"A";6000;0.0;0;0.1;"N";3
22;44004;3.0;"Mortgage";"Education";"D";9000;14.11;1;0.2;"N";4
34;30000;4.0;"Mortgage";"Debtconsolidation";"A";4300;7.9;0;0.14;"N";5
37;51000;11.0;"Rent";"Venture";"D";6400;16.89;0;0.13;"Y";13
26;83300;2.0;"Rent";"Medical";"D";16500;16.77;1;0.17;"N";4
26;67983;7.0;"Mortgage";"Medical";"D";15000;16.49;1;0.19;"N";3
26;68000;9.0;"Mortgage";"Education";"C";12000;0.0;0;0.18;"Y";3
25;27600;2.0;"Rent";"Venture";"B";3200;12.21;0;0.12;"N";2
22;31200;7.0;"Rent";"Education";"B";12000;10.99;1;0.38;"N";2
39;75000;0.0;"Rent";"Education";"B";14400;12.53;0;0.19;"N";11
26;91000;6.0;"Rent";"Debtconsolidation";"C";10000;0.0;0;0.11;"N";4
51;0;11.0;"Mortgage";"Personal";"C";25000;10.74;1;0.32;"";3
23;45600;0.0;"Mortgage";"Medical";"B";3000;11.49;0;0.07;"N";4
25;76344;2.0;"Rent";"Education";"A";5000;9.63;0;0.07;"N";3
25;51684;9.0;"Mortgage";"Personal";"D";4000;15.99;0;0.08;"N";4
23;26000;0.0;"Rent";"Debtconsolidation";"A";3500;6.91;0;0.13;"N";3
25;51000;9.0;"Mortgage";"Debtconsolidation";"D";5500;16.77;1;0.11;"Y";2
36;42000;2.0;"Rent";"Venture";"A";7000;6.62;0;0.17;"N";16
29;32000;1.0;"Own";"Homeimprovement";"A";2100;6.91;0;0.07;"N";5
27;36000;7.0;"Mortgage";"Personal";"B";6000;10.25;0;0.17;"N";10
30;0;0.0;"Mortgage";"Personal";"C";18000;7.88;0;0.0;"N";2
25;42000;3.0;"Rent";"Medical";"D";3200;15.7;1;0.08;"Y";2
35;63600;5.0;"Mortgage";"Debtconsolidation";"B";4800;12.42;1;0.08;"N";6
20;34800;3.0;"Rent";"Medical";"C";7000;13.61;0;0.2;"Y";2
21;40000;0.0;"Rent";"Medical";"A";4200;7.51;0;0.1;"N";4
44;50000;8.0;"Mortgage";"Debtconsolidation";"B";6000;11.99;0;0.12;"N";17
28;90000;7.0;"Mortgage";"Personal";"A";12000;8.32;0;0.13;"N";9
25;115200;0.0;"Rent";"Homeimprovement";"B";0;12.87;0;0.19;"Y";2
21;24000;1.0;"Rent";"Venture";"B";6500;12.53;0;0.27;"N";2
37;108996;15.0;"Rent";"Education";"C";16000;13.11;0;0.15;"Y";13
24;28000;3.0;"Rent";"Venture";"E";6400;14.75;0;0.23;"N";2
41;49000;4.0;"Rent";"Homeimprovement";"E";25000;17.04;1;0.51;"N";13
43;39996;1.0;"Rent";"Personal";"B";4000;10.99;0;0.1;"N";11
22;25000;1.0;"Rent";"Venture";"B";2050;10.59;0;0.08;"N";2
31;59000;2.0;"Mortgage";"Debtconsolidation";"B";13000;11.14;0;0.22;"N";7
25;30000;9.0;"Own";"Venture";"A";10000;0.0;0;0.33;"N";2
47;48000;14.0;"Rent";"Medical";"C";2500;14.65;0;0.05;"Y";17
24;111239;1.0;"Mortgage";"Education";"A";14000;7.9;0;0.13;"N";4
22;31000;6.0;"Rent";"Personal";"A";10000;8.9;1;0.32;"N";4
27;40250;5.0;"Mortgage";"Homeimprovement";"B";5600;0.0;0;0.14;"N";7
34;135000;18.0;"Mortgage";"Venture";"A";8000;9.32;0;0.06;"N";5
39;24000;0.0;"Own";"Homeimprovement";"A";3000;7.74;0;0.13;"N";11
47;50000;3.0;"Mortgage";"Education";"C";4000;0.0;0;0.08;"Y";12
36;53000;5.0;"Mortgage";"Homeimprovement";"C";10000;13.98;1;0.19;"N";16
0;74628;0.0;"Mortgage";"Personal";"C";5500;7.51;0;0.15;"N";2
28;45000;0.0;"Mortgage";"Venture";"B";3000;12.29;1;0.0;"";2
32;60000;3.0;"Rent";"Homeimprovement";"B";4000;10.99;0;0.07;"N";10
25;86000;9.0;"Rent";"Education";"D";16000;16.29;0;0.19;"Y";2
31;100000;2.0;"Rent";"Venture";"A";10000;8.49;0;0.1;"N";5
25;100000;9.0;"Mortgage";"Personal";"B";17600;10.59;0;0.18;"N";3
29;86028;4.0;"Mortgage";"Homeimprovement";"E";25000;16.82;0;0.29;"N";9
23;94965;3.0;"Mortgage";"Education";"C";8000;13.22;0;0.08;"N";2
30;57600;13.0;"Mortgage";"Personal";"A";6000;0.0;0;0.1;"N";10
31;146000;12.0;"Mortgage";"Education";"E";2500;16.7;0;0.02;"N";9
28;34000;12.0;"Mortgage";"Medical";"D";3500;15.58;1;0.1;"N";6
23;39200;1.0;"Rent";"Education";"A";2500;7.74;0;0.06;"N";3
33;79440;12.0;"Mortgage";"Medical";"C";5525;13.85;0;0.07;"Y";9
30;100000;2.0;"Mortgage";"Education";"D";10000;16.77;0;0.1;"Y";10
26;60000;8.0;"Mortgage";"Homeimprovement";"B";12000;10.65;0;0.2;"N";2
29;32800;13.0;"Rent";"Medical";"E";12000;16.45;1;0.37;"N";9
24;48000;1.0;"Mortgage";"Medical";"C";3500;10.28;0;0.07;"N";4
29;136000;4.0;"Mortgage";"Debtconsolidation";"D";7775;14.96;1;0.06;"Y";5
23;84000;3.0;"Rent";"Medical";"A";15850;8.49;0;0.19;"N";4
30;45000;2.0;"Rent";"Venture";"A";13250;7.9;0;0.29;"N";10
25;80400;2.0;"Rent";"Venture";"A";12500;9.38;0;0.16;"N";2
41;42600;0.0;"Rent";"Venture";"D";10000;15.62;1;0.23;"Y";12
29;95000;1.0;"Rent";"Personal";"B";10000;10.38;0;0.11;"N";5
30;60000;0.0;"Rent";"Homeimprovement";"A";8000;7.66;0;0.13;"N";6
33;36500;1.0;"Mortgage";"Venture";"B";10000;9.33;0;0.27;"N";6
24;30000;2.0;"Rent";"Medical";"C";2400;13.72;0;0.08;"Y";4
21;27700;5.0;"Rent";"Personal";"A";4800;6.62;0;0.17;"N";4
26;75531;3.0;"Rent";"Personal";"D";15000;16.49;0;0.2;"N";2
30;350000;3.0;"Own";"Personal";"A";32000;6.62;0;0.09;"N";7
23;65004;4.0;"Rent";"Education";"D";3000;14.84;0;0.05;"N";3
25;92000;9.0;"Mortgage";"Medical";"B";13000;11.26;0;0.14;"N";2
23;32698;3.0;"Rent";"";"F";0;13.92;0;0.22;"Y";9
23;78885;0.0;"";"Venture";"B";8550;14.3;1;0.12;"N";16
28;42016;3.0;"Rent";"Medical";"B";5000;10.36;0;0.12;"N";5
23;137000;0.0;"Mortgage";"Education";"A";11400;9.63;0;0.08;"N";2
31;80000;7.0;"Mortgage";"Personal";"B";25000;9.99;0;0.31;"N";10
28;95680;12.0;"Mortgage";"Venture";"A";17000;7.88;0;0.18;"N";7
23;120000;8.0;"Mortgage";"Medical";"A";10000;7.88;0;0.08;"N";2
24;72000;4.0;"Rent";"Education";"B";15000;10.99;0;0.21;"N";2
31;27036;2.0;"Mortgage";"Education";"B";6500;11.11;0;0.24;"N";7
29;44000;2.0;"Rent";"Personal";"D";5400;16.0;1;0.12;"Y";8
23;75000;1.0;"Mortgage";"";"E";12500;15.33;0;0.0;"Y";3
27;22708;6.0;"Rent";"Venture";"D";2500;14.84;1;0.11;"Y";8
22;60000;6.0;"Mortgage";"Medical";"A";17500;7.88;0;0.29;"N";4
40;71599;0.0;"Rent";"Education";"A";6000;9.63;0;0.08;"N";17
22;75000;0.0;"Rent";"Personal";"A";8000;5.99;0;0.11;"N";2
39;182500;2.0;"Rent";"Debtconsolidation";"A";12500;5.42;0;0.07;"N";14
34;57912;7.0;"Mortgage";"Venture";"A";5600;5.42;0;0.1;"N";8
23;25000;0.0;"Rent";"Debtconsolidation";"A";5000;6.91;0;0.2;"N";3
27;120000;3.0;"Mortgage";"Personal";"B";14000;11.99;0;0.12;"N";7
21;68000;3.0;"Rent";"Personal";"C";3000;11.78;0;0.04;"N";2
50;50000;7.0;"Rent";"Homeimprovement";"C";7500;0.0;0;0.15;"Y";16
23;37000;7.0;"Rent";"Education";"A";11000;6.62;0;0.3;"N";3
28;200000;12.0;"Mortgage";"Education";"A";25000;7.9;0;0.13;"N";9
22;42000;5.0;"Mortgage";"Venture";"A";5000;6.99;0;0.12;"N";4
25;62400;7.0;"Rent";"Medical";"B";2300;11.71;0;0.04;"N";3
25;145000;7.0;"Mortgage";"Medical";"A";12000;5.79;0;0.08;"N";2
25;19000;3.0;"Own";"Debtconsolidation";"A";4000;7.4;1;0.21;"N";3
23;15600;3.0;"Rent";"Education";"B";2500;10.65;1;0.16;"N";2
24;35000;1.0;"Own";"Medical";"A";10000;7.9;0;0.29;"N";4
25;216000;2.0;"Mortgage";"Education";"D";25000;16.07;0;0.12;"N";3
22;25200;0.0;"Mortgage";"Medical";"B";1000;11.48;1;0.04;"N";3
26;29000;11.0;"Rent";"Education";"A";6600;0.0;0;0.23;"N";3
23;37200;7.0;"Mortgage";"Homeimprovement";"B";7000;10.59;1;0.19;"N";2
22;45012;6.0;"Rent";"Medical";"D";6500;13.99;1;0.14;"N";2
30;32000;3.0;"Rent";"Homeimprovement";"C";8400;13.98;1;0.26;"N";9
28;276000;1.0;"Rent";"Personal";"A";5000;6.62;0;0.02;"N";10
36;53800;20.0;"Mortgage";"Debtconsolidation";"D";18200;18.25;1;0.34;"Y";12
30;60000;7.0;"Own";"Venture";"D";6000;14.84;0;0.1;"Y";6
34;0;0.0;"Mortgage";"";"B";3000;0.0;0;0.05;"Y";2
29;70000;5.0;"Mortgage";"Debtconsolidation";"B";3000;9.63;0;0.04;"N";9
25;48000;6.0;"Rent";"Debtconsolidation";"B";7200;11.36;0;0.15;"N";3
29;71000;4.0;"Mortgage";"Venture";"A";4000;7.14;0;0.06;"N";5
26;54996;8.0;"Rent";"Education";"B";20000;12.18;1;0.36;"N";4
23;45000;2.0;"Rent";"Personal";"B";12000;11.83;0;0.27;"N";4
23;85000;8.0;"Mortgage";"Debtconsolidation";"C";5000;14.35;0;0.06;"Y";2
24;64000;8.0;"Rent";"Homeimprovement";"A";8000;7.9;0;0.13;"N";2
22;39000;0.0;"Rent";"Homeimprovement";"B";7200;9.45;1;0.18;"N";3
27;51298;11.0;"Rent";"Venture";"B";1000;10.37;0;0.02;"N";9
27;42000;0.0;"Mortgage";"Personal";"C";8000;13.61;0;0.19;"Y";9
29;115000;7.0;"Mortgage";"Education";"D";8100;16.49;0;0.07;"Y";10
23;30000;6.0;"Rent";"Education";"A";4800;7.49;0;0.16;"N";3
33;53000;4.0;"Rent";"Debtconsolidation";"B";3600;9.25;0;0.07;"N";5
26;155142;6.0;"Mortgage";"Homeimprovement";"D";23000;18.25;0;0.15;"N";2
25;52000;0.0;"Rent";"Homeimprovement";"A";3625;6.54;0;0.07;"N";3
23;92000;7.0;"Mortgage";"Education";"C";18000;12.68;0;0.2;"N";2
26;39996;10.0;"Own";"Venture";"C";7000;13.57;0;0.18;"Y";3
24;60629;7.0;"Rent";"Homeimprovement";"A";10000;7.51;0;0.16;"N";2
39;54996;6.0;"Own";"Venture";"A";5500;7.51;0;0.1;"N";11
24;85000;4.0;"Mortgage";"Medical";"B";7750;11.12;0;0.09;"N";4
28;60000;4.0;"Mortgage";"";"";15000;10.37;0;0.22;"N";3
31;90000;9.0;"Mortgage";"Medical";"A";14400;7.66;0;0.16;"N";6
33;68500;6.0;"Rent";"Homeimprovement";"B";8000;10.62;0;0.12;"N";6
26;65000;0.0;"Mortgage";"Personal";"A";4000;5.42;0;0.06;"N";2
26;46800;3.0;"Mortgage";"Homeimprovement";"B";12725;12.42;0;0.27;"N";2
25;50004;3.0;"Rent";"Personal";"D";12000;15.31;0;0.24;"Y";3
27;46000;1.0;"Rent";"Venture";"A";10000;9.32;0;0.22;"N";7
26;44000;7.0;"Mortgage";"Personal";"";0;8.59;0;0.06;"N";13
24;83050;5.0;"Mortgage";"Education";"C";10000;13.49;0;0.12;"Y";3
44;80000;28.0;"Mortgage";"Homeimprovement";"D";25000;15.33;0;0.31;"N";11
23;55000;7.0;"Mortgage";"Medical";"A";2800;0.0;0;0.05;"N";2
28;30000;7.0;"Rent";"Venture";"B";10000;10.38;1;0.33;"N";5
24;14400;4.0;"Rent";"Medical";"A";4050;6.91;1;0.28;"N";4
26;40720;4.0;"Mortgage";"Personal";"C";10000;13.48;0;0.25;"Y";3
24;91000;5.0;"Mortgage";"Medical";"A";15000;7.88;0;0.16;"N";4
28;68000;7.0;"Mortgage";"Education";"A";3000;5.42;0;0.04;"N";10
0;32000;7.0;"";"Education";"C";7500;17.04;0;0.16;"Y";2
21;50000;0.0;"Rent";"Homeimprovement";"D";15000;15.7;1;0.3;"Y";3
27;98000;11.0;"Mortgage";"Personal";"B";17000;8.88;0;0.17;"N";5
24;50000;0.0;"Rent";"Debtconsolidation";"A";10000;7.29;0;0.2;"N";4
26;72000;10.0;"Mortgage";"Education";"D";16000;0.0;0;0.22;"N";3
27;100000;0.0;"Rent";"Venture";"B";15000;11.58;0;0.15;"N";10
47;65000;21.0;"Mortgage";"Venture";"C";7000;14.35;0;0.11;"N";17
27;75288;12.0;"Mortgage";"Medical";"B";18050;10.0;0;0.24;"N";10
23;26000;3.0;"Rent";"Medical";"A";4500;8.49;1;0.17;"N";2
28;125000;8.0;"Mortgage";"Education";"B";8000;11.14;0;0.06;"N";10
23;77000;7.0;"Rent";"Personal";"B";15000;12.42;0;0.19;"N";2
28;78000;12.0;"Mortgage";"Homeimprovement";"B";24000;11.83;1;0.31;"N";7
28;48715;2.0;"Rent";"Debtconsolidation";"C";12000;12.87;0;0.25;"Y";5
25;32004;3.0;"Rent";"Medical";"D";12000;14.96;1;0.37;"Y";3
23;105600;7.0;"Mortgage";"Debtconsolidation";"A";15000;7.51;0;0.14;"N";3
29;48000;9.0;"Rent";"Homeimprovement";"C";25000;13.61;1;0.52;"Y";8
25;38400;9.0;"Mortgage";"Education";"B";12000;10.38;0;0.31;"N";3
26;38000;10.0;"Mortgage";"Homeimprovement";"D";15000;15.33;0;0.39;"N";3
23;54000;4.0;"Rent";"";"C";0;21.27;1;0.33;"N";6
26;35000;0.0;"Mortgage";"Homeimprovement";"";15000;10.0;0;0.29;"N";2
25;49200;2.0;"Mortgage";"Education";"B";6000;10.0;0;0.12;"N";2
